Description,Ticker,Field ID,Field Mnemonic,Data State,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb,23-Mar,23-Apr,23-May,23-Jun,23-Jul,23-Aug,23-Sep,23-Oct,23-Nov
        Proshares Ultrashort Gold Mine,GDXS US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        ProShares Short Basic Material,SBM US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        MicroSectors Gold -3X Inverse,DULL US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        VelocityShares VIX Medium Term,VIIZ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        iPath Pure Beta Precious Metal,1873918D US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Sprott Uranium Miners ETF,URNM US Equity,0.0,0.0,Expression,-2.989076,5.869216,-33.214793,2.163886,25.974187,11.474237,17.939092,-14.423543,-1.71627,-4.831076,37.14395,20.511638,130.50699,0.0
        MicroSectors Gold Miners 3X Le,GDXU US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.573757,0.0,29.481891,0.0,31.979779,0.0
        Amplify Pure Junior Gold Miner,JGLD US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        MicroSectors Gold Miners -3X I,GDXD US Equity,0.0,0.0,Expression,0.0,11.468523,4.12977,10.224368,3.315569,0.0,23.018489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        ETFMG Prime 2x Daily Junior Si,SILX US Equity,0.0,0.0,Expression,0.19801,0.180782,0.575452,0.17772,1.308869,0.758963,0.31268,1.381287,0.193494,-0.070352,0.0,0.0,0.0,0.0
        ETFMG Prime 2x Daily Inverse J,SINV US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Proshares Smart Materials ETF,TINT US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        VanEck Green Metals ETF,GMET US Equity,0.0,0.0,Expression,1.33792,0.0,0.0,0.0,3.264878,0.0,0.0,0.0,0.0,0.0,2.604397,0.0,2.407729,0.0
        Global X Funds-Global X Disrup,DMAT US Equity,0.0,0.0,Expression,0.0,0.0,0.6324,0.9,-0.4318,0.5715,0.3772,0.0,0.0,0.0,0.0,4.23,0.0,0.0
        Energy & Minerals Group EV Sol,CHRG US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-1.91026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Sprott Junior Copper Miners ET,COPJ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,-2e-05,0.0,0.59647,0.0,0.192404,0.0,0.809642,0.352981,0.168721,0.0
        Optica Rare Earth & Critical M,CRIT US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-0.478,0.4092,-0.2087,0.3886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Proshares S&P Global Core Batt,ION US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,-0.902335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Sprott Lithium Miners ETF,LITP US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.954102,2.306076,0.0,-2.043406,-0.212526,1.171603,0.63241,0.306277,0.40025,0.0
        Amplify Natural Resources Divi,NDIV US Equity,0.0,0.0,Expression,0.59943,0.0,1.280265,0.0,2.71609,0.0,0.638352,0.002748,0.62925,0.0,0.662422,0.671905,0.64177,0.0
        Sprott Nickel Miners ETF,NIKL US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198629,0.0,0.0,0.0,0.0,0.0,0.0
        Sprott Energy Transition Mater,SETM US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,2.134114,3.195975,0.0,-1.337344,1.801804,0.878208,1.945909,1.272537,0.0,0.0
        Sprott Junior Uranium Miners E,URNJ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,12.875555,4.807682,0.301492,6.380333,8.650952,0.0,13.754048,86.266773,13.456592,0.0
    Real Estate,0,0.0,0.0,Sum,-377.197032,133.121279,618.366425,-433.952741,-962.794921,-983.982737,-919.456084,-572.656909,237.423878,861.982607,-278.133246,-127.94414,100.506978,0.0
        Vanguard Real Estate ETF,VNQ US Equity,0.0,0.0,Expression,-397.593919,275.97811,-431.381853,14.857986,-244.636251,-554.433217,-150.573809,-577.31891,-7.936763,804.196082,-209.639179,-164.588584,-350.121519,0.0
        iShares U.S. Real Estate ETF,IYR US Equity,0.0,0.0,Expression,24.31439,-370.00025,740.675805,-267.425675,-262.475575,-102.17034,-409.33883,212.98005,-229.58998,-56.392005,99.34049,-57.980253,26.529287,0.0
        Vanguard Global ex-U.S. Real E,VNQI US Equity,0.0,0.0,Expression,-33.637146,0.039391,12.675354,-41.780818,0.010329,-8.201713,-8.287972,-24.710346,-35.858164,8.625531,1.066602,-48.564754,-15.718,0.0
        SPDR Dow Jones International R,RWX US Equity,0.0,0.0,Expression,-11.668048,-10.226116,-25.623037,11.292137,-2.826841,-15.661379,-26.781591,0.112916,-61.785659,-10.321103,0.0,-5.005328,0.0,0.0
        Schwab U.S. REIT ETF,SCHH US Equity,0.0,0.0,Expression,83.967982,101.081596,30.461493,-7.934816,0.159101,116.408694,11.569403,14.700944,64.240518,38.386219,6.490929,68.134906,188.246445,0.0
        iShares Cohen & Steers REIT ET,ICF US Equity,0.0,0.0,Expression,-63.12709,3.00436,41.76858,33.561665,-11.487,-5.6083,-11.075735,-18.707825,-13.75382,-16.89814,-11.03542,-7.955349,-141.997312,0.0
        SPDR Dow Jones REIT ETF,RWR US Equity,0.0,0.0,Expression,5.163591,-6.25284,-6.268315,-26.031584,6.201224,-59.197637,-52.950691,-98.69952,18.482284,1.29777,11.642383,4.456312,7.841902,0.0
        SPDR Dow Jones Global Real Est,RWO US Equity,0.0,0.0,Expression,34.600131,16.154507,19.050423,22.742946,20.024542,2.02172,14.390293,-22.86623,-12.228165,-10.88325,-14.517979,-9.63822,3.712398,0.0
        Real Estate Select Sector SPDR,XLRE US Equity,0.0,0.0,Expression,24.980156,8.074452,150.548345,-82.429108,-152.222623,-100.611603,-152.040847,-73.196347,187.64095,36.215651,-104.761585,-48.212466,148.941299,0.0
        VanEck Inflation Allocation ET,RAAX US Equity,0.0,0.0,Expression,-4.73989,1.92558,-1.879755,-7.83507,-2.543745,-8.043165,0.657933,-16.231634,-8.074417,-6.993538,-2.595439,1.943381,1.908675,0.0
        iShares Mortgage Real Estate E,REM US Equity,0.0,0.0,Expression,6.971805,15.30543,3.76492,-6.425855,25.906455,-21.32139,-20.611305,-3.15735,14.64077,31.6567,-28.993625,4.462303,-24.367793,0.0
        iShares International Develope,IFGL US Equity,0.0,0.0,Expression,-1.93658,0.0,-25.1702,0.0,0.0,0.0,0.0,-6.2946,-1.97953,0.0,-2.00619,-5.99169,0.0,0.0
        iShares Residential and Multis,REZ US Equity,0.0,0.0,Expression,-6.590275,0.36793,-17.071615,-3.40343,-14.89082,-17.26348,0.01684,-3.523645,7.22604,-3.689745,-14.09579,6.673399,-3.750107,0.0
        iShares Global REIT ETF,REET US Equity,0.0,0.0,Expression,77.205535,113.18643,43.87186,4.82386,-8.296575,5.199605,-19.470895,99.504115,44.56846,49.766375,1.51638,29.603535,68.8207,0.0
        Invesco KBW Premium Yield Equi,KBWY US Equity,0.0,0.0,Expression,-4.399389,5.784433,-1.60154,7.974165,-7.809388,1.615812,-14.554176,-2.353675,11.988747,0.0,-6.223148,0.0,-9.419912,0.0
        ETRACS Monthly Pay 2xLeveraged,MORL US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Fidelity MSCI Real Estate Inde,FREL US Equity,0.0,0.0,Expression,-22.835795,-10.205875,-24.31186,-13.07084,-24.24482,-249.99963,-59.24254,-53.40593,-35.934525,-8.957335,-1.29879,-10.513605,-5.48712,0.0
        FlexShares Global Quality Real,GQRE US Equity,0.0,0.0,Expression,-2.47991,0.015925,-2.62644,-2.813785,5.46009,-8.128425,-2.64466,-7.837175,-5.22541,0.0,-5.18043,0.0,-25.634115,0.0
        First Trust S&P REIT Index Fun,FRI US Equity,0.0,0.0,Expression,-15.356688,-7.491423,-4.785643,-8.823,-1.3045,0.0,-0.024,-4.8515,-3.6725,3.8085,3.7685,-2.321124,-3.393847,0.0
        ProShares Ultra Real Estate,URE US Equity,0.0,0.0,Expression,-1.398402,0.0,0.0,-1.630437,0.0,-0.084645,0.0,0.0,-1.453318,-1.457657,0.0,0.0,0.0,0.0
        VanEck Mortgage REIT Income ET,MORT US Equity,0.0,0.0,Expression,3.863523,3.777098,5.635018,3.584971,7.227801,1.012006,24.640987,3.139801,5.234397,3.018846,0.023304,1.128415,6.23905,0.0
        iShares International Develope,WPS US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-2.9533,0.0,0.0,0.0,0.0,0.0,-2.61333,0.0,0.0,0.0,0.0
        iShares Core US REIT ETF,USRT US Equity,0.0,0.0,Expression,42.80534,-28.037985,48.46338,-33.874945,30.759265,-45.281165,-7.45392,-14.90619,175.98017,18.350415,-91.33492,22.441163,71.857983,0.0
        IQ CBRE NextGen Real Estate ET,ROOF US Equity,0.0,0.0,Expression,-1.809398,0.0,0.0,-1.028809,-0.980023,-1.862517,-0.966802,0.0,-2.926688,0.0,-0.484864,0.0,-0.867956,0.0
        WisdomTree New Economy Real Es,DRW US Equity,0.0,0.0,Expression,0.0,-0.795243,-2.491286,-2.728859,-1.858993,0.0,0.0,-1.646485,0.0,-0.873551,-0.858878,-0.842014,-0.738243,0.0
        ALPS REIT Dividend Dogs ETF,RDOG US Equity,0.0,0.0,Expression,0.0,-1.025156,0.0,0.0,-1.069425,0.0,-1.764191,0.0,0.0,-1.849515,-0.92547,-0.835961,0.0,0.0
        Direxion Daily Real Estate Bul,DRN US Equity,0.0,0.0,Expression,7.029523,-2.109591,-0.159392,1.19511,-0.682916,6.918941,-3.74105,1.783354,-1.479652,5.050212,1.299086,5.187881,4.708685,0.0
        First Trust Alerian Disruptive,FFR US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9665,-2.0275,0.0,0.0,0.0,0.0
        Invesco China Real Estate ETF,TAO US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        iShares Europe Developed Real,IFEU US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Global X SuperDividend REIT ET,SRET US Equity,0.0,0.0,Expression,-1.6975,-5.2114,-5.861417,2.428964,0.0,-4.6046,-4.3033,-3.636,-8.418,-2.3048,-6.7084,0.0,4.1446,0.0
        ProShares UltraShort Real Esta,SRS US Equity,0.0,0.0,Expression,-12.18544,-0.96264,6.25788,-2.15353,-2.245845,-3.78198,0.01852,3.689315,-2.17564,-0.415787,-0.473797,0.0,-7.456428,0.0
        X-Links Monthly Pay 2x Leverag,REML US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Invesco Active US Real Estate,PSR US Equity,0.0,0.0,Expression,-0.144883,10.829539,18.383752,-16.447707,-3.803275,0.03397,-2.624662,-2.422349,-2.600141,-6.177114,-5.149546,-2.538895,-3.79831,0.0
        Invesco S&P 500 Equal Weight R,EWRE US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.668491,-0.05448,0.356018,-11.996857,2.178407,0.0
        Invesco Wilshire US REIT ETF,WREI US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        ETRACS Monthly Pay 2xLeveraged,MRRL US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Direxion Daily Real Estate Bea,DRV US Equity,0.0,0.0,Expression,25.70944,19.875645,-2.646403,14.637833,-8.150425,-32.435069,17.343732,-24.155266,-7.81536,-6.613405,-6.738549,-2.106778,-23.005015,0.0
        ProShares Short Real Estate,REK US Equity,0.0,0.0,Expression,-0.911355,-3.118095,1.029085,-17.89624,-5.58826,6.146775,-2.03306,9.216365,-3.011755,-10.21866,-1.031405,1.572435,4.63958,0.0
        Infracap REIT Preferred ETF,PFFR US Equity,0.0,0.0,Expression,0.0,0.849155,-0.825752,1.856214,4.607005,0.0,-0.863626,-0.833872,-0.841339,0.0,0.867479,-1.737233,0.0,0.0
        Hartford Multifactor REIT ETF,RORE US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Nuveen Short-Term REIT ETF,NURE US Equity,0.0,0.0,Expression,0.0,-13.044715,-19.353045,-10.74251,-0.01981,-4.39089,-2.98175,2.92589,-3.015035,0.0,2.94051,-2.802245,-1.36892,0.0
        WisdomTree Japan Hedged Real E,DXJR US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        WisdomTree Global ex-U.S. Hedg,HDRW US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Prime Medicine Inc,PRME US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        US Diversified Real Estate ETF,PPTY US Equity,0.0,0.0,Expression,2.733295,-1.389195,0.0,1.470955,0.0,-0.092315,2.77732,0.0,0.0,0.0,0.0,0.0,1.33551,0.0
        JPMorgan BetaBuilders MSCI US,BBRE US Equity,0.0,0.0,Expression,11.657446,-6.594276,-99.022784,-0.507271,-156.797296,59.608352,-30.867652,-8.193873,-6.48056,-13.076916,16.735973,37.542018,37.745113,0.0
        Pacer Industrial Real Estate E,INDS US Equity,0.0,0.0,Expression,-18.033725,5.788505,-5.79924,-9.421735,-6.07476,0.0,2.12024,-4.11169,9.94655,0.0,-7.679075,0.0,-1.633595,0.0
        Necessity Retail REIT Inc/The,RTL US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Pacer Data & Infrastructure Re,SRVR US Equity,0.0,0.0,Expression,-38.32521,-29.373535,-40.0877,-117.02924,-7.73911,-21.770885,-37.294455,-48.34154,-37.391345,-11.798585,-12.744475,-13.85724,-38.22563,0.0
        Global X MSCI China Real Estat,CHIR US Equity,0.0,0.0,Expression,0.0,0.0,0.216107,-0.002927,0.0,0.0,0.8502,-0.1879,0.3554,0.3438,-0.0244,0.9002,0.4746,0.0
        Hoya Capital Housing ETF,HOMZ US Equity,0.0,0.0,Expression,-0.786678,-0.836145,-1.61906,0.0,0.0,-0.824813,0.0,-0.88917,0.0,0.0,0.0,0.0,0.0,0.0
        NETLease Corporate Real Estate,NETL US Equity,0.0,0.0,Expression,-11.150557,5.731295,-3.229165,3.935565,0.646882,0.540757,1.22472,-0.607332,-5.537238,-0.6188,-2.324735,-5.278662,-2.09493,0.0
        Virtus Real Asset Income ETF,VRAI US Equity,0.0,0.0,Expression,-78.624025,-2.440573,-6.028797,-1.18416,-9.55992,0.0,-4.740566,0.0,-1.196139,-1.204004,0.0,-1.129413,0.0,0.0
        Fidelity Real Estate Investmen,FPRO US Equity,0.0,0.0,Expression,0.0,0.017744,-0.507606,-0.51448,0.0,-0.514302,0.0,-0.510744,0.0,0.0,-0.511858,0.0,0.0,0.0
        Janus Henderson U.S. Real Esta,JRE US Equity,0.0,0.0,Expression,0.0,0.0,0.0,2.189,0.0,0.0,0.0,0.0,0.0,-0.5585,0.0,0.0,0.0,0.0
        ETRACS Monthly Pay 1.5X Levera,MVRL US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Emles Real Estate Credit ETF,REC US Equity,0.0,0.0,Expression,-2.05487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Alps Active REIT ETF,REIT US Equity,0.0,0.0,Expression,-0.11905,0.354126,0.0,0.127361,0.0,0.616661,0.0,-0.363309,-0.246766,-0.377822,0.483331,0.0,0.0,0.0
        SP Funds S&P Global Reit Shari,SPRE US Equity,0.0,0.0,Expression,2.766285,5.74068,3.03636,3.073755,5.722017,2.942752,1.473368,4.337398,19.89358,-2.90515,0.0,1.887685,0.883605,0.0
        Cambria Global Real Estate ETF,BLDG US Equity,0.0,0.0,Expression,-4.656,0.0,2.6,2.6105,0.0,1.2585,0.0,1.197,-3.7245,0.0,0.0,0.0,0.0,0.0
        Global X Data Center REITs & D,VPN US Equity,0.0,0.0,Expression,-5.8057,0.0,0.0,-2.0696,-14.4253,-13.403,-1.5696,0.0,-0.5372,0.1413,0.518,0.9145,0.98,0.0
        ETFMG Real Estate Tech ETF,HHH US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Goldman Sachs Future Real Esta,GREI US Equity,0.0,0.0,Expression,0.0,0.802723,0.825515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.74623,0.0
        Dimensional US Real Estate ETF,DFAR US Equity,0.0,0.0,Expression,50.373185,59.084575,105.688905,71.0067,36.458055,13.801155,34.97771,46.178605,16.91603,24.165985,20.113435,17.21207,21.805785,0.0
        Kelly Residential & Apartment,RESI US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.271238,0.0,0.0,0.0,0.0,0.0,0.274635,0.0,0.0,0.0,0.0
        Residential REIT Income ETF,HAUS US Equity,0.0,0.0,Expression,0.76704,0.0,0.0,0.0,0.0,0.647072,0.0,-0.464754,0.325622,0.0,0.0,0.0,-1.344383,0.0
        Principal Real Estate Active O,BYRE US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43684,0.0,0.0,0.0,0.0,2.880805,0.0
        Dimensional Global Real Estate,DFGR US Equity,0.0,0.0,Expression,0.0,0.0,203.514375,45.084295,35.43179,77.98571,53.948345,63.09006,201.70558,76.263065,93.098115,72.861065,151.06945,0.0
        iShares Environmentally Aware,ERET US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        JPMorgan Realty Income ETF,JPRE US Equity,0.0,0.0,Expression,-40.038176,-21.532897,-91.748827,5.48177,-189.675981,-1.054759,-56.66401,-11.524401,-30.19662,-60.297787,-1.055834,-0.968737,4.732464,0.0
    Technology,0,0.0,0.0,Sum,3000.445481,370.626469,-684.888234,-886.674369,-390.317726,1127.650328,-1037.150405,8693.378808,-6814.115305,-1400.023005,3934.443392,-1414.489169,374.908819,0.0
        Tech Broad,0,0.0,0.0,Sum,2459.349734,156.292542,-190.520513,-1408.106532,-579.664044,366.182754,-956.975361,8400.063338,-6222.256892,-1967.281269,3094.400847,-1393.385997,-29.022713,0.0
            Technology Select Sector SPDR,XLK US Equity,0.0,0.0,Expression,196.402555,215.723199,324.337256,-892.267496,-806.679828,-722.948856,-243.86458,22.059684,88.13851,227.417518,286.649424,27.306643,-311.942744,0.0
            Vanguard Information Technolog,VGT US Equity,0.0,0.0,Expression,40.835109,674.052719,-1.24087,-538.439916,-125.313463,225.840903,-802.348945,7201.925506,-6741.464793,-803.595253,2908.838916,-2541.770361,-88.496543,0.0
            iShares US Technology ETF,IYW US Equity,0.0,0.0,Expression,2025.26983,53.88774,-51.885925,65.410835,1.063545,644.768105,22.88885,312.223275,76.074155,-1620.034085,-24.16776,12.43738,870.560033,0.0
            First Trust NASDAQ-100 Technol,QTEC US Equity,0.0,0.0,Expression,-31.484911,4.962727,-47.729304,-22.117038,0.0755,-18.405,0.0325,34.3075,51.1745,0.108,-7.472627,954.77619,44.674407,0.0
            Invesco S&P 500 Equal Weight T,RYT US Equity,0.0,0.0,Expression,51.215645,24.397662,44.480471,97.378481,183.763521,5.038545,13.52755,225.817763,16.853298,9.475556,-27.301825,116.550108,4.702513,0.0
            iShares Expanded Tech Sector E,IGM US Equity,0.0,0.0,Expression,-14.113635,-410.123915,-100.693505,-43.63396,-0.318585,63.005535,0.26861,35.289285,-96.62432,20.551035,0.255665,0.0,19.33151,0.0
            iShares Global Tech ETF,IXN US Equity,0.0,0.0,Expression,-183.665685,-23.18777,-26.733845,-78.062205,-14.92371,0.286595,-29.02002,-5.46138,109.124975,-6.06947,-49.183575,8.989235,-8.545275,0.0
            iShares Expanded Tech-Software,IGV US Equity,0.0,0.0,Expression,409.13799,-463.51916,-237.252225,-91.50625,79.713235,213.947935,-103.08879,440.993385,-109.69421,167.36479,-103.99834,2.318665,-452.544243,0.0
            Fidelity MSCI Information Tech,FTEC US Equity,0.0,0.0,Expression,0.67565,-5.149765,-14.36894,39.089165,79.945185,-24.8385,5.74429,107.101075,171.08821,73.105545,1.342435,25.818335,31.373925,0.0
            First Trust NASDAQ Technology,TDIV US Equity,0.0,0.0,Expression,-15.935827,-7.079666,-17.988749,-11.686772,-0.077302,21.282698,58.84188,8.281394,17.32573,26.471477,6.092162,26.234173,5.580488,0.0
            SPDR NYSE Technology ETF,XNTK US Equity,0.0,0.0,Expression,7.001881,-0.28267,-2.022603,-4.177427,-6.995361,3.412897,-7.08215,3.747263,16.390037,4.36473,21.243511,-9.858845,-2.655448,0.0
            First Trust Technology AlphaDE,FXL US Equity,0.0,0.0,Expression,12.872463,-18.04466,-18.696413,-24.015029,-15.701,0.239,15.7645,-0.479,-5.396,0.0,17.235042,-5.488832,-11.164937,0.0
            Invesco S&P SmallCap Informati,PSCT US Equity,0.0,0.0,Expression,-76.856082,-1.258304,-2.453771,-2.574454,-2.649391,1.224234,-2.489034,-3.786543,0.0,0.0,0.001793,-0.873939,-4.256249,0.0
            Direxion Daily Technology Bull,TECL US Equity,0.0,0.0,Expression,78.190076,11.220195,-15.954208,-22.524583,-44.143169,-18.354223,-12.443619,-67.492506,-7.156691,-31.57405,-23.680216,45.634884,-9.371,0.0
            ProShares Ultra Technology,ROM US Equity,0.0,0.0,Expression,-13.574192,-8.600762,-4.686588,-5.472982,4.901773,21.847355,25.1331,25.07857,-34.334407,-8.423445,-6.196757,-4.4056,-45.341319,0.0
            Invesco DWA Technology Momentu,PTF US Equity,0.0,0.0,Expression,12.745934,3.693057,-2.298942,-1.181204,-2.498425,-7.51787,29.376851,-4.041134,2.776002,11.572697,49.245307,-1.831494,-1.739715,0.0
            Invesco Dynamic Software ETF,PSJ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.976795,-4.353978,-3.729635,0.0
            Invesco China Technology ETF,CQQQ US Equity,0.0,0.0,Expression,-20.283543,-51.572607,24.066946,46.578269,-9.468462,-35.156516,-9.259793,-2.075971,0.0,0.0,-5.730008,-7.388616,-26.066535,0.0
            iShares North American Tech-Mu,IGN US Equity,0.0,0.0,Expression,-3.28886,10.48074,0.0,0.0,-6.95399,-3.49708,-6.41084,-6.346575,-20.43207,-3.490435,-6.660945,0.0,-2.958791,0.0
            SPDR S&P Software & Services E,XSW US Equity,0.0,0.0,Expression,1.152843,-6.450019,6.591725,0.0,2.61551,10.826215,-4.568017,0.059876,49.285238,5.518919,-0.898612,-2.185432,-2.290018,0.0
            SPDR S&P International Technol,IPK US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            John Hancock Multi-Factor Tech,JHMT US Equity,0.0,0.0,Expression,-18.831389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            BlueStar Israel Technology ETF,ITEQ US Equity,0.0,0.0,Expression,-2.15242,0.0,-4.504535,-4.5643,0.0,-6.857115,0.0,-2.246025,-2.38532,0.0,0.0,0.0,-5.676585,0.0
            Direxion Daily Technology Bear,TECS US Equity,0.0,0.0,Expression,-38.854823,34.723477,-14.350528,33.670626,28.668574,-10.350126,16.866834,21.667608,11.736346,0.176174,40.973921,-36.654378,-32.722316,0.0
            iShares Edge MSCI Multifactor,TCHF US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            PureFunds ISE Big Data ETF,BIGD US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            ProShares UltraShort Technolog,REW US Equity,0.0,0.0,Expression,-5.019567,3.497715,0.168142,-2.690325,-0.776775,-0.006177,0.004345,0.006035,-0.745501,1.479879,-1.584835,1.14977,-0.351042,0.0
            First Trust Indxx Metaverse ET,ARVR US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Elkhorn S&P MidCap Information,XK US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Direxion Shares Etf Trust-Dire,TECZ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            KraneShares Emerging Markets C,KEMQ US Equity,0.0,0.0,Expression,0.0,-0.614,-2.2335,-1.591,0.0,0.0,0.0,-16.061,0.0,-1.597,0.0,0.0,0.0,0.0
            iShares U.S. Tech Independence,IETC US Equity,0.0,0.0,Expression,-5.920405,36.430495,-15.36436,0.0,-2.266285,0.0,0.0,0.0,2.59792,0.0,2.726685,-2.803105,2.676375,0.0
            MicroSectors FANG+ Index 3X Le,FNGU US Equity,0.0,0.0,Expression,56.804434,79.425096,0.0,49.917281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            MicroSectors FANG+ Index -3X I,FNGD US Equity,0.0,0.0,Expression,0.0,0.0,0.0,17.792748,71.877254,0.0,58.001727,71.547946,68.453247,36.812835,0.0,0.0,0.0,0.0
            MicroSectors FANG Index 2X Lev,FNGO US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            MicroSectors FANG Index 2X Inv,FNGZ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            MicroSectors FANG Index Invers,GNAF US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
