,Country Name,Country Code,Series Name,Series Code,Year,GDP
15702,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,2016,9504027364.77267
15703,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,2016,45593085156267.7
15704,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,2016,1217513931539.13
15705,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,2016,446993497560.632
15706,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2016,3010757329892.83
15707,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,2016,3010757329892.83
15708,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2016,1576539841411.97
15709,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,2016,1575080887302.15
15710,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,2016,1576539841411.97
15711,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2016,20476321992810.5
15712,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,2016,76486454870400.4
15713,0,0,0,0,2016,0
15714,0,0,0,0,2016,0
15715,0,0,0,0,2016,0
15716,0,0,Data from database: World Development Indicators,0,2016,0
15717,0,0,Last Updated: 10/26/2023,0,2016,0
15718,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2017,18896353155.8839
15719,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2017,13019726211.7369
15720,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2017,170096989042.831
15721,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2017,612000000
15722,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2017,3000162081.22356
15723,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2017,68972769395.6274
15724,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2017,1467955555.55556
15725,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2017,643628396190.388
15726,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2017,11527458712.6187
15727,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2017,3092178770.94972
15728,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2017,1326467487376.42
15729,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2017,417261151844.981
15730,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2017,40866632047.8414
15731,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,2017,12253500000
15732,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2017,35473776595.7447
15733,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,2017,293754769935.148
15734,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2017,4981588900
15735,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2017,54725311690.0478
15736,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2017,502764720556.358
15737,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2017,2286000000
15738,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,2017,12701655845.9622
15739,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2017,7142316000
15740,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2017,2450366107.88229
15741,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2017,37508642170.767
15742,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2017,18326376394.0796
15743,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2017,16105156375.5848
15744,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2017,2063514688761.67
15745,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,2017,..
15746,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2017,12128182463.596
15747,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,2017,59343060705.828
15748,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2017,14106955625.3571
15749,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2017,2723586962.18686
15750,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2017,1996741544.61549
15751,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,2017,22177200588.6749
15752,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2017,36098547058.7877
15753,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2017,1649265644244.09
15754,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,2017,5166281293.18715
15755,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2017,2072349974.15272
15756,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,2017,10000394388.1158
15757,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,2017,9530244530.24453
15758,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2017,276364936832.331
15759,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2017,12310491176727.3
15760,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2017,311866875135.576
15761,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2017,1077439756.12224
15762,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2017,38019264804.5125
15763,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2017,11094823676.5914
15764,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2017,60516044623.4876
15765,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2017,52512344033.9625
15766,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,2017,55937483557.9256
15767,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2017,96851000000
15768,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,2017,3009497206.70391
15769,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2017,22946583375.5508
15770,Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,2017,218628940951.675
15771,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2017,332121063806.391
15772,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2017,2762581334.22612
15773,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2017,521551851.851852
15774,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2017,79998045975.5137
15775,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2017,104295862000
15776,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2017,248362771739.13
15777,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,2017,24979190000
15778,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,2017,12200913887.6428
15779,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,2017,..
15780,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2017,26924385103.0662
15781,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,2017,4402969225.92165
15782,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2017,81770886908.5198
15783,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2017,2980057167.73595
15784,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,2017,5353468387.56019
15785,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2017,255647979916.473
15786,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2017,2595151045197.67
15787,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,2017,5833352684.45264
15788,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2017,14929487495.759
15789,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,2017,1504909447.77459
15790,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,2017,16242647229.7398
15791,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2017,3690849152517.69
15792,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,2017,60405920071.1024
15793,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,2017,..
15794,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2017,199844406013.533
15795,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2017,2851610655.92391
15796,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,2017,1125685185.18519
15797,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,2017,6013000000
15798,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,2017,71653756504.1625
15799,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2017,10324668270.876
15800,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,2017,1350177012.24771
15801,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2017,4748174334.14044
15802,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,2017,15093357143.42
15803,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,2017,23136248046.2979
15804,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,2017,341273289534.466
15805,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,2017,143112196040.326
15806,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,2017,24728285177.4603
15807,India,IND,GDP (current US$),NY.GDP.MKTP.CD,2017,2651474263257.15
15808,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,2017,1015618744168.15
15809,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,2017,486630147094.69
15810,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2017,187217660050.676
15811,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2017,336377500160.549
15812,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,2017,6979791187.09008
15813,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2017,358245427458.541
15814,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2017,1961796197354.37
15815,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,2017,14808984880.5796
15816,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,2017,4930837369151.42
15817,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2017,41608435915.493
15818,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2017,166805788966.78
15819,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2017,82036511258.8324
15820,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,2017,188540699.145686
15821,"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,2017,..
15822,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,2017,1623901496835.79
15823,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,2017,7180768692.26354
15824,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,2017,120687635952.46
15825,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,2017,7702938395.18458
15826,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,2017,17071162084.4067
15827,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,2017,30483806017.8321
15828,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2017,53027680685.8375
15829,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2017,2306741598.79677
15830,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,2017,3390703400
15831,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,2017,67157451660.2727
15832,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2017,6474310909.50636
15833,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,2017,47758736931.7805
15834,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,2017,65712180342.9842
15835,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,2017,50440935654.0075
15836,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,2017,13176313593.5509
15837,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,2017,8943543677.18899
15838,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2017,319109103242.055
15839,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,2017,4754185598.8417
15840,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2017,15365713059.1057
15841,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,2017,13489296992.0001
15842,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,2017,212701200
15843,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,2017,6800138755.34592
15844,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2017,13713505998.0391
15845,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,2017,1158912015259.01
15846,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,2017,366666800
15847,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,2017,9519053158.46404
15848,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2017,6431274937.64707
15849,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,2017,11480847740.0839
15850,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,2017,4856602178.63413
15851,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2017,118540574727.552
15852,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,2017,13219079497.7055
15853,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,2017,61449391917.1276
15854,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,2017,12895153160.466
15855,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,2017,109355653.690742
15856,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,2017,28971588880.8208
15857,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,2017,833869641687.068
15858,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2017,9173669999.59434
15859,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2017,206556258844.567
15860,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,2017,13785890939.4447
15861,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2017,11185101444.3729
15862,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,2017,375745732274.676
15863,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,2017,11307067000.7188
15864,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,2017,1560000000
15865,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,2017,401745275035.261
15866,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,2017,80856697009.1027
15867,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2017,339205536454.445
15868,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,2017,285600000
15869,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,2017,62202700000
15870,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,2017,22742696407.5093
15871,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,2017,38997129809.1697
15872,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2017,211007952315.888
15873,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,2017,328480738147.1
15874,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,2017,524641206562.004
15875,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2017,221357874718.932
15876,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,2017,103445500000
15877,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,2017,161099122225.275
15878,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,2017,210147181055.277
15879,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2017,1574199355092.71
15880,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2017,9252833678.08916
15881,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,2017,884844419.778891
15882,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,2017,1528621195.45849
15883,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,2017,375614126.193877
15884,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2017,714994694991.651
15885,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2017,20996562958.501
15886,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2017,44179075778.9267
15887,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2017,1529773286.49646
15888,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2017,3719443317.52413
15889,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2017,343272878686.388
15890,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,2017,1191620111.73184
15891,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,2017,95649966260.981
15892,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2017,48589100043.0958
15893,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2017,1469789050.30851
15894,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,2017,5609000000
15895,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2017,381448814653.456
15896,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,2017,..
15897,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2017,1313245330197.66
15898,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2017,94376237831.5778
15899,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,2017,1058944444.44444
15900,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2017,1996703703.7037
15901,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,2017,..
15902,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,2017,844039068.757533
15903,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2017,129718581297.431
15904,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2017,3591679371.03991
15905,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2017,541018749769.097
15906,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2017,695200833086.499
15907,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2017,16369724433.2751
15908,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2017,7536403146.68377
15909,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2017,53275968094.8533
15910,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2017,456356812774.563
15911,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2017,1595724300
15912,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2017,6395472028.24361
15913,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2017,460374252.206137
15914,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2017,23797686961.8447
15915,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2017,42163530590.9462
15916,Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,2017,858988578709.755
15917,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2017,37926285714.2857
15918,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,2017,1022365000
15919,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2017,45276606.0014551
15920,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2017,30744473839.7439
15921,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2017,112090503817.399
15922,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2017,390516804029.952
15923,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2017,2683488510504.04
15924,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2017,19477336549000
15925,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2017,65006047680.3225
15926,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2017,62081322741.1228
15927,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,2017,880061830.96959
15928,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,2017,..
15929,Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,2017,281353626107.245
15930,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,2017,3794000000
15931,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,2017,16128000000
15932,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,2017,26842231204.8047
15933,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,2017,25873601260.8353
15934,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,2017,17584890936.6523
15935,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2017,1021043200767.01
15936,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2017,684898755570.717
15937,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2017,2637111521998.13
15938,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2017,73482494257.1029
15939,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,2017,1461216063229.79
15940,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,2017,11335422969863.6
15941,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2017,24324925891393
15942,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2017,14876744560573.5
15943,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2017,14858183903103.9
15944,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2017,12679719055232.6
15945,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2017,21655200512836.2
15946,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,2017,3118424956384.82
15947,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,2017,3909150827560.03
15948,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2017,14764668937681.1
15949,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2017,1645540777006.25
15950,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,2017,809850137940.151
15951,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,2017,51570870016899.8
15952,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,2017,28689022224808.5
15953,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,2017,30978325716193.1
15954,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,2017,960023974850.292
15955,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,2017,1328753994737.09
15956,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2017,2288777969587.38
15957,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,2017,20629823637317.1
15958,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2017,5832610432359.4
15959,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,2017,4980919738935.91
15960,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,2017,5593216809529.63
15961,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,2017,1104009004406.99
15962,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2017,29590502584084.8
15963,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,2017,491499092098.709
15964,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,2017,6447085710234.66
15965,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,2017,3352271233734.46
15966,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,2017,1476907778479.73
15967,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,2017,1460779778479.73
15968,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2017,29101978685393.7
15969,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,2017,21133744509244.1
15970,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,2017,..
15971,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,2017,50447226919268.8
15972,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,2017,399126295563.396
15973,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,2017,10256678899.6612
15974,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,2017,47535727573455.9
15975,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,2017,1294933204784.59
15976,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,2017,482865468720.16
15977,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2017,3433883301221.75
15978,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,2017,3433883301221.75
15979,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2017,1705941956337.72
15980,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,2017,1704412183051.23
15981,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,2017,1705941956337.72
15982,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2017,22654892975159
15983,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,2017,81442048665487.8
15984,0,0,0,0,2017,0
15985,0,0,0,0,2017,0
15986,0,0,0,0,2017,0
15987,0,0,Data from database: World Development Indicators,0,2017,0
15988,0,0,Last Updated: 10/26/2023,0,2017,0
15989,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2018,18418860354.4238
15990,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2018,15156424061.9815
15991,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2018,174910891124.491
15992,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2018,639000000
15993,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2018,3218419896.93327
15994,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2018,77792944471.9494
15995,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2018,1604770370.37037
15996,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2018,524819898586.906
15997,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2018,12457940705.3088
15998,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2018,3276187709.49721
15999,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2018,1428266513154.48
16000,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2018,454991174096.094
